sale_id,date_key,rep_key,doctor_key,product_key,territory_key,quantity_sold,discount_percent,marketing_spend,revenue
5145,133,20,84,19,20,92,8.71,2618.16,28418.61
5146,620,2,340,11,6,18,10.67,3945.94,7772.78
5147,178,41,135,12,16,32,8.05,3717.08,8747.46
5148,358,18,418,8,21,21,12.55,4807.82,1481.65
5149,380,5,395,7,5,64,6.67,1103.89,12865.5
5150,658,32,427,9,25,98,4.19,4050.6,5785.74
5151,450,46,328,16,9,93,9.14,3444.79,23470.66
5152,586,11,358,1,12,68,9.44,2148.28,19878.9
5153,463,21,395,10,11,35,9.61,4055.1,3505.96
5154,108,22,299,2,6,81,7.4,2761.09,29564.36
5155,122,3,281,13,22,61,13.49,4434.96,25573.93
5156,17,9,31,4,16,77,0.38,2769.99,21182.75
5157,196,2,229,18,1,13,3.59,4754.71,1222.62
5158,327,46,256,16,24,43,10.81,700.75,10652.57
5159,318,28,410,1,15,85,10.63,936.24,24522.1
5160,479,34,458,11,24,63,4.95,3458.6,28946.72
5161,252,10,481,6,16,8,0.79,3025.5,919.64
5162,503,19,327,20,11,72,2.24,1857.32,10362.4
5163,119,29,484,14,25,82,7.89,1337.79,18476.2
5164,674,2,173,20,7,16,1.48,1025.21,2320.66
5165,710,48,186,14,16,53,13.35,1875.63,11234.05
5166,498,6,64,8,9,58,0.06,1635.96,4676.63
5167,486,44,276,16,17,28,11.3,375.43,6898.45
5168,45,7,335,12,17,18,1.02,3515.74,5296.64
5169,314,36,80,15,12,23,10.53,907.62,3916.42
5170,179,8,355,7,9,81,10.75,112.68,15571.08
5171,418,19,190,3,4,19,5.18,3564.54,2318.27
5172,556,10,445,8,9,94,2.59,2515.1,7387.5
5173,78,33,469,20,15,86,10.07,1718.6,11385.97
5174,326,37,310,14,24,19,11.47,4851.61,4114.68
5175,690,38,291,7,16,47,10.05,1724.14,9105.94
5176,357,27,104,20,5,54,8.04,1485.85,7310.71
5177,416,29,368,17,14,15,5.51,1075.14,3511.91
5178,515,19,290,12,11,76,4.15,3277.67,21656.39
5179,214,18,359,4,5,44,14.2,957.26,10425.21
5180,74,23,125,19,17,11,12.01,520.56,3275.05
5181,563,1,129,5,18,82,4.13,1051.11,18033.91
5182,579,43,9,1,11,97,4.27,503.59,29975.52
5183,509,3,105,11,18,48,14.21,411.98,19906.03
5184,332,10,94,16,1,24,9.85,2212.23,6009.62
5185,93,7,21,2,2,58,1.74,3766.39,22463.49
5186,688,49,210,2,25,80,0.4,3209.69,31406.67
5187,657,26,22,11,11,94,0.38,1438.73,45266.93
5188,519,16,364,9,2,53,10.3,1277.13,2929.48
5189,269,39,346,3,24,71,13.01,1645.22,7947.65
5190,376,45,204,1,13,51,2.84,2869.92,15995.75
5191,4,32,415,12,6,18,1.42,390.54,5275.23
5192,138,12,37,18,7,17,1.67,2679.31,1630.66
5193,231,44,255,10,4,50,11.51,3650.35,4903.23
5194,600,8,235,16,3,43,13.51,1908.95,10330.09
5195,529,8,484,16,7,15,2.97,4066.99,4042.66
5196,52,45,432,13,24,30,0.16,3353.7,14515.34
5197,646,11,492,4,22,18,1.37,2598.27,4902.6
5198,723,33,130,11,12,58,11.18,2250.37,24902.64
5199,325,25,229,1,13,15,1.49,4624.14,4770.0
5200,731,17,104,14,1,77,5.37,974.96,17824.26
5201,717,31,144,12,9,32,5.27,3531.09,9011.93
5202,723,19,306,14,6,68,3.04,3372.41,16128.48
5203,277,45,381,8,21,98,14.24,811.25,6780.73
5204,536,15,279,9,11,10,5.25,129.37,583.85
5205,486,44,380,11,24,87,11.39,3565.22,37265.64
5206,516,49,99,14,9,44,13.13,3558.94,9350.06
5207,152,35,6,5,16,91,10.68,782.03,18645.91
5208,483,39,189,1,14,98,2.68,4157.34,30787.55
5209,259,2,292,19,13,15,14.39,1472.95,4345.18
5210,324,34,150,13,10,32,12.17,3332.61,13620.54
5211,168,25,446,14,20,20,8.98,4978.55,4453.06
5212,688,38,395,9,3,53,3.83,2163.25,3140.78
5213,310,4,482,9,16,37,1.3,263.26,2250.3
5214,479,16,122,3,8,8,9.11,4432.42,935.66
5215,56,32,469,14,12,28,11.58,671.64,6056.2
5216,620,15,77,14,18,58,4.7,3798.05,13521.13
5217,473,42,173,10,25,81,1.92,2761.33,8804.07
5218,296,14,210,9,5,94,2.78,681.77,5631.25
5219,461,41,312,7,18,34,11.08,4046.1,6511.84
5220,324,15,429,17,24,77,13.22,862.54,16556.81
5221,141,7,172,12,20,3,14.54,4661.83,762.19
5222,667,7,350,9,16,70,8.82,4758.99,3932.96
5223,262,8,105,6,24,82,11.4,2675.11,8418.19
5224,420,19,216,19,1,38,5.54,3381.33,12145.72
5225,241,18,129,17,7,97,11.69,3955.8,21225.01
5226,355,17,229,14,8,4,8.39,2852.67,896.39
5227,589,18,284,1,10,22,13.65,3288.47,6132.42
5228,180,19,4,15,18,20,3.28,158.49,3681.55
5229,66,40,388,18,3,17,10.98,2357.49,1476.26
5230,348,13,334,17,5,99,9.29,726.81,22251.36
5231,171,11,203,16,23,55,12.63,1569.17,13347.34
5232,474,7,87,9,13,33,10.24,3134.01,1825.23
5233,534,27,494,18,11,22,5.26,2984.47,2033.22
5234,367,37,460,11,5,32,12.76,669.94,13494.98
5235,107,5,240,19,16,73,0.18,3714.79,24656.55
5236,439,8,314,5,25,60,10.31,4536.74,12344.93
5237,227,10,111,2,20,39,2.21,1877.23,15032.51
5238,444,37,42,6,4,4,5.2,4947.88,439.38
5239,442,26,256,2,8,8,11.98,2299.78,2775.52
5240,396,15,196,4,7,98,13.88,2292.09,23306.4
5241,728,16,449,8,14,21,10.15,2089.37,1522.31
5242,581,29,243,16,13,85,3.24,4441.4,22844.65
5243,84,28,40,15,4,57,8.94,2619.23,9878.41
5244,615,10,254,1,12,2,0.37,4131.51,643.23
5245,551,40,74,4,7,23,2.23,4386.17,6209.81
5246,13,4,391,3,13,40,2.49,2750.73,5019.03
5247,693,46,130,1,24,31,1.69,4703.13,9837.99
5248,493,40,215,4,2,34,2.6,3480.47,9144.98
5249,268,14,290,10,15,47,14.5,803.77,4453.3
5250,525,44,374,1,17,2,4.14,2503.76,618.89
5251,120,33,120,7,7,28,12.49,2339.37,5277.66
5252,353,18,307,15,17,82,4.99,4816.44,14827.49
5253,57,12,268,9,1,33,12.73,820.24,1774.6
5254,40,10,243,16,25,55,7.02,4464.31,14204.37
5255,336,21,312,5,6,32,3.89,1847.25,7055.24
5256,640,33,332,20,22,23,5.52,2767.45,3199.15
5257,173,14,237,1,3,94,9.44,2570.1,27479.65
5258,547,9,272,10,20,38,4.08,4969.18,4039.34
5259,259,26,136,17,19,4,0.36,2983.52,987.55
5260,517,15,170,19,10,28,7.82,4095.04,8733.47
5261,730,21,6,17,17,22,9.47,2327.19,4934.94
5262,523,22,463,15,23,34,10.84,2356.71,5769.44
5263,117,46,433,3,4,26,3.17,948.18,3239.62
5264,184,41,139,10,4,98,9.4,4251.77,9839.49
5265,116,43,446,14,8,27,10.14,3100.58,5935.02
5266,162,5,499,17,14,36,3.32,1139.52,8623.93
5267,579,44,158,17,16,92,11.46,994.51,20183.37
5268,712,16,394,6,3,79,14.4,3631.44,7835.59
5269,543,35,87,13,20,17,14.42,2792.11,7050.54
5270,587,5,18,7,24,77,11.15,4907.06,14735.8
5271,237,26,318,9,7,58,5.25,2086.35,3386.33
5272,66,26,9,16,16,91,8.41,1724.63,23150.43
5273,70,5,73,5,19,9,1.04,1399.93,2043.13
5274,447,50,114,17,11,14,5.8,4094.14,3267.72
5275,416,36,134,1,10,40,9.05,4639.45,11743.83
5276,532,24,80,9,7,28,6.41,826.86,1614.76
5277,441,15,332,18,21,15,14.71,1079.98,1248.01
5278,464,30,130,18,9,81,2.05,2709.29,7739.57
5279,396,5,465,13,1,26,9.73,1763.55,11374.13
5280,711,40,410,9,16,75,7.85,1639.98,4258.71
5281,551,48,265,7,18,29,2.7,458.74,6077.66
5282,657,22,261,5,8,8,3.56,3696.71,1769.87
5283,557,33,92,8,25,39,9.06,1416.75,2861.45
5284,395,5,350,1,6,45,3.44,3320.36,14026.74
5285,326,32,145,1,4,8,10.16,1977.59,2320.1
5286,91,50,318,13,25,5,10.03,1815.19,2180.06
5287,70,48,47,18,7,25,7.0,112.04,2268.04
5288,166,23,295,2,19,9,11.64,1298.96,3134.52
5289,642,10,128,9,19,88,13.94,2255.31,4666.66
5290,214,36,315,6,9,46,11.36,4030.04,4724.53
5291,601,50,467,19,15,51,14.78,730.71,14706.3
5292,335,17,262,15,25,72,12.46,2882.55,11995.64
5293,369,27,196,9,7,46,9.64,4065.9,2561.27
5294,584,45,492,14,12,82,0.92,3267.01,19874.3
5295,677,8,371,9,13,75,12.79,1947.51,4030.41
5296,49,40,254,2,19,84,5.99,4440.99,31126.18
5297,52,44,166,8,6,27,13.9,1407.39,1875.57
5298,289,50,184,15,13,37,6.5,2625.91,6584.12
5299,626,6,246,12,11,80,8.1,891.99,21856.76
5300,239,7,398,9,23,5,9.23,1133.83,279.66
5301,133,26,336,11,1,49,3.38,2084.33,22885.99
5302,166,17,182,17,7,50,12.32,3062.59,10862.68
5303,374,37,101,14,20,30,0.04,4471.91,7335.66
5304,373,23,160,6,8,63,7.43,4868.72,6757.43
5305,478,27,159,20,2,9,2.35,1883.47,1293.84
5306,479,40,197,3,8,78,8.72,3561.49,9161.81
5307,650,19,145,13,14,23,4.88,3988.08,10602.32
5308,591,27,4,16,13,59,2.14,2318.48,16037.14
5309,682,25,107,12,7,42,4.43,1993.78,11933.04
5310,635,40,216,13,1,87,8.5,1447.88,38578.18
5311,688,25,6,19,5,86,13.72,4901.18,25107.32
5312,300,21,448,9,10,24,3.55,2986.3,1426.38
5313,82,25,158,10,24,74,7.94,2715.08,7549.55
5314,87,7,375,19,17,38,2.01,2046.93,12599.61
5315,225,35,492,17,22,90,4.4,3215.81,21318.99
5316,16,6,331,7,10,22,4.94,1237.92,4504.49
5317,358,40,91,17,11,13,3.08,4109.92,3121.93
5318,163,50,265,14,21,53,8.89,180.88,11812.28
5319,610,15,408,4,11,78,4.64,1726.28,20540.26
5320,668,24,276,16,13,22,9.25,2244.71,5545.48
5321,514,49,13,20,5,73,1.62,4878.73,10572.96
5322,350,4,311,1,10,58,0.22,875.21,18681.79
5323,681,7,92,6,14,8,7.43,1908.2,858.09
5324,464,30,495,17,22,98,0.93,2829.93,24056.61
5325,375,17,223,18,5,38,5.94,4045.19,3486.71
5326,92,38,96,18,3,9,5.99,3744.34,825.36
5327,181,30,227,12,18,26,12.55,3140.06,6759.48
5328,301,45,357,5,11,35,11.9,3893.63,7073.55
5329,660,39,275,17,5,40,4.08,3358.03,9506.82
5330,189,9,303,20,10,61,3.54,1599.77,8662.51
5331,314,19,252,5,10,32,11.01,1515.58,6532.58
5332,493,13,71,10,10,26,10.1,789.84,2590.31
5333,128,47,323,4,11,49,2.91,1852.43,13137.59
5334,519,49,296,11,9,46,13.57,2065.87,19218.92
5335,426,37,94,19,25,45,14.49,1378.2,13020.31
5336,559,19,58,9,13,44,13.66,800.91,2340.92
5337,565,6,31,1,20,39,2.6,2706.09,12262.26
5338,187,12,301,13,9,73,11.7,2220.59,31238.12
5339,550,15,496,15,13,60,12.34,1071.79,10010.07
5340,453,47,104,5,14,83,9.64,2774.44,17204.72
5341,471,3,310,16,11,55,12.96,3476.66,13296.93
5342,565,4,329,19,9,95,7.84,2582.1,29624.97
5343,224,37,98,9,4,63,0.72,3968.34,3854.11
5344,154,38,470,19,1,2,5.86,1035.41,637.08
5345,560,6,411,5,1,47,1.5,1257.13,10620.07
5346,351,49,52,10,12,51,12.61,292.02,4939.13
5347,147,28,55,1,23,44,6.17,785.04,13327.28
5348,576,8,27,8,24,71,1.22,4926.93,5658.39
5349,349,31,353,12,20,65,14.28,450.13,16564.4
5350,182,21,116,6,1,34,14.52,4869.52,3367.55
5351,637,45,365,2,5,18,10.68,744.19,6337.15
5352,179,29,173,7,22,54,13.96,1339.58,10007.36
5353,39,15,427,3,13,87,3.73,3864.19,10777.58
5354,3,49,42,5,13,97,2.25,4396.38,21751.13
5355,64,24,244,20,4,36,1.01,3192.21,5246.39
5356,29,21,262,17,14,2,4.39,3392.28,473.8
5357,372,49,304,1,25,19,12.51,2461.28,5366.1
5358,523,23,442,20,17,54,9.68,3441.04,7180.33
5359,97,31,27,8,4,76,0.94,762.08,6074.04
5360,442,34,160,14,10,64,4.36,686.67,14973.09
5361,203,28,166,13,12,93,1.02,104.05,44609.95
5362,411,32,342,12,7,95,1.46,2694.62,27830.21
5363,21,22,500,5,2,62,8.3,4146.26,13042.31
5364,551,3,181,2,10,25,4.91,572.24,9370.17
5365,102,9,461,9,10,48,7.93,631.8,2723.21
5366,46,6,96,2,21,50,5.37,4639.24,18649.68
5367,66,1,283,1,18,10,11.06,883.38,2871.07
5368,603,22,236,5,4,38,0.69,3656.73,8657.05
5369,164,4,296,19,4,29,6.52,860.14,9172.94
5370,111,45,94,6,25,53,3.7,2540.18,5913.89
5371,338,8,163,9,5,4,11.65,3602.84,217.77
5372,123,37,461,12,13,42,5.09,4812.85,11850.63
5373,705,42,118,8,5,7,3.41,4602.23,545.5
5374,447,19,446,6,18,91,3.59,452.43,10165.63
5375,611,44,385,18,3,35,2.39,3781.59,3332.65
5376,291,1,234,4,23,25,7.36,4667.05,6395.63
5377,671,41,155,7,12,16,2.24,2704.88,3369.04
5378,412,24,278,2,21,51,0.09,3673.84,20084.07
5379,615,48,381,7,10,15,10.75,3326.45,2883.53
5380,281,17,111,14,2,72,12.7,3247.39,15375.83
5381,43,32,491,8,16,41,4.75,2022.94,3150.76
5382,486,50,432,15,6,19,10.03,1746.14,3253.39
5383,596,14,280,7,12,56,3.01,404.44,11698.78
5384,703,17,245,14,6,65,12.98,651.94,13836.44
5385,51,32,151,1,19,80,5.39,1364.61,24432.84
5386,210,33,181,7,5,9,5.04,142.65,1840.81
5387,126,30,291,14,18,39,11.53,558.29,8440.2
5388,492,47,329,2,5,22,5.96,3929.11,8154.7
5389,509,34,411,16,2,27,8.82,3969.92,6838.06
5390,581,28,7,5,2,12,12.14,1987.87,2418.61
5391,258,24,408,6,1,91,10.74,3622.43,9411.73
5392,188,14,208,20,4,86,14.31,3468.86,10849.14
5393,230,34,128,20,8,74,7.49,1327.68,10078.3
5394,189,47,23,5,19,69,4.19,896.23,15165.38
5395,415,1,7,20,21,68,10.29,924.18,8980.83
5396,10,22,488,19,13,5,13.43,2887.05,1464.63
5397,114,33,312,9,18,59,5.42,723.75,3438.53
5398,76,44,150,17,7,79,9.05,325.83,17803.12
5399,676,47,93,6,14,54,5.05,200.1,5941.0
5400,502,18,404,1,20,59,8.41,2098.5,17444.04
5401,85,47,485,13,3,70,14.62,1242.56,28963.8
5402,49,39,262,14,12,10,13.94,3854.29,2105.2
5403,495,12,31,19,6,22,10.78,2538.56,6641.66
5404,689,10,475,14,1,93,9.51,4121.21,20586.17
5405,387,2,105,14,12,6,7.59,4519.37,1356.32
5406,389,2,485,8,3,39,5.03,1903.3,2988.25
5407,218,6,457,8,18,82,4.53,3351.81,6316.07
5408,701,20,446,20,5,66,8.14,1562.62,8925.6
5409,346,38,345,18,13,37,1.65,951.31,3549.8
5410,230,28,128,13,1,77,10.79,4604.21,33289.37
5411,255,42,376,9,21,86,12.47,4812.69,4638.49
5412,236,3,42,2,19,72,12.61,1859.39,24800.86
5413,26,48,102,13,22,84,10.58,3489.08,36401.17
5414,584,37,225,8,20,37,9.13,608.49,2712.61
5415,261,37,13,7,16,11,4.62,1273.08,2259.83
5416,271,42,101,14,14,16,11.04,3932.04,3481.82
5417,123,25,411,6,16,50,11.63,2145.73,5119.72
5418,656,23,339,9,15,87,6.59,3527.4,5007.65
5419,257,13,80,11,7,61,12.61,1106.43,25769.04
5420,656,24,47,13,8,37,14.22,4841.28,15381.16
5421,421,3,441,13,12,89,5.02,2715.7,40965.99
5422,259,50,334,14,20,54,1.96,1141.88,12950.57
5423,47,38,238,17,3,34,1.85,1006.16,8268.67
5424,525,28,260,15,9,54,0.52,136.21,10223.84
5425,208,26,103,9,10,50,4.29,3010.88,2948.83
5426,311,20,406,9,7,33,3.39,4764.14,1964.53
5427,149,27,367,20,10,19,14.9,4880.5,2380.4
5428,438,1,54,3,13,70,10.61,115.52,8051.89
5429,155,10,229,19,22,89,14.88,4531.68,25633.83
5430,678,10,129,18,3,11,14.48,1850.67,917.67
5431,90,1,179,8,11,25,14.27,3518.68,1729.17
5432,698,32,469,18,19,41,3.14,4816.77,3873.96
5433,358,32,114,15,24,39,13.46,3526.56,6423.41
5434,174,43,63,11,23,87,2.86,2373.21,40853.0
5435,217,27,286,7,24,52,2.76,2596.28,10891.15
5436,456,13,91,12,7,90,0.61,3261.34,26592.89
5437,609,17,494,4,2,74,10.62,2499.08,18264.89
5438,629,28,162,4,4,62,5.39,3884.19,16198.46
5439,199,25,29,12,7,66,0.1,231.82,19601.52
5440,486,50,68,11,7,76,9.98,2700.98,33071.91
5441,533,36,199,8,4,9,3.6,1751.45,699.98
5442,200,47,481,4,23,18,7.76,3520.25,4584.97
5443,371,2,313,10,16,97,10.37,4490.14,9634.81
5444,448,32,460,12,22,65,7.92,1172.23,17793.4
5445,248,32,289,1,8,27,2.87,2378.26,8465.72
5446,264,6,366,5,23,68,4.47,219.53,14901.92
5447,58,31,472,1,3,27,13.15,4683.16,7569.73
5448,302,9,102,17,2,82,6.02,616.07,19094.82
5449,31,43,193,14,24,44,2.16,2205.48,10530.79
5450,498,16,119,2,12,84,11.78,499.51,29209.15
5451,249,25,418,8,21,62,10.75,3003.19,4464.43
5452,605,40,465,18,12,41,4.94,949.44,3801.97
5453,271,28,104,16,5,15,2.97,1964.7,4042.66
5454,606,17,50,19,17,27,0.36,3359.85,9103.1
5455,666,31,185,16,22,8,12.72,1924.38,1939.43
5456,394,23,342,3,2,95,5.8,4372.67,11515.57
5457,502,31,305,4,22,12,13.8,698.73,2856.5
5458,592,26,432,2,23,78,14.68,3568.27,26231.19
5459,84,4,475,1,9,92,3.46,2968.28,28670.95
5460,365,39,207,10,15,84,8.83,399.87,8486.91
5461,549,43,79,11,19,18,6.87,2560.24,8103.43
5462,342,43,184,4,14,85,14.28,540.83,20120.84
5463,407,43,343,12,2,79,6.0,177.91,22076.76
5464,425,15,140,17,13,41,14.74,3405.24,8661.55
5465,93,37,219,5,17,8,14.93,1860.73,1561.2
5466,614,38,113,2,18,64,10.45,2895.03,22590.1
5467,412,23,56,13,3,90,13.37,244.88,37784.37
5468,432,5,242,13,7,4,14.11,2721.94,1664.96
5469,678,41,232,5,16,13,11.37,1739.87,2643.12
5470,159,43,137,9,14,10,0.24,4593.51,614.72
5471,14,25,111,20,12,1,11.63,2409.1,130.1
5472,373,30,365,1,25,28,11.2,4551.62,8026.35
5473,225,26,413,15,17,97,14.82,2794.13,15725.11
5474,505,3,165,15,7,87,6.64,4195.88,15458.4
5475,73,4,405,13,17,21,13.22,2140.25,8831.62
5476,249,47,119,5,14,86,6.99,594.97,18349.38
5477,511,18,1,9,4,80,9.52,2697.27,4460.3
5478,603,37,332,3,13,33,11.32,3895.34,3765.74
5479,216,11,65,4,22,40,5.79,2885.59,10406.44
5480,602,11,155,2,23,75,11.54,3752.97,26150.55
5481,541,36,280,16,23,39,2.21,4272.87,10593.24
5482,220,16,344,3,17,99,2.25,3985.33,12452.69
5483,727,43,177,14,11,49,2.06,2696.05,11739.46
5484,221,25,34,13,14,72,8.42,1685.1,31954.68
5485,389,1,103,2,1,31,13.11,4296.1,10617.05
5486,554,26,375,9,19,39,7.1,2072.39,2232.55
5487,647,45,124,16,7,65,10.6,390.96,16140.63
5488,42,30,313,12,5,15,12.51,4124.9,3901.49
5489,676,6,483,18,23,73,1.32,1905.92,7027.15
5490,283,27,50,13,11,96,5.84,4838.05,43806.55
5491,58,19,174,2,18,80,0.73,1011.23,31302.61
5492,537,38,266,1,22,89,12.74,4896.46,25069.88
5493,73,45,384,6,24,19,8.35,4276.52,2017.7
5494,129,43,216,15,12,89,11.27,677.08,15029.51
5495,599,19,91,14,5,62,14.66,4722.27,12943.04
5496,426,39,263,11,17,95,4.06,3111.23,44058.53
5497,665,44,398,18,8,48,13.37,2738.21,4056.36
5498,694,32,227,19,18,27,0.97,1314.43,9047.37
5499,125,48,235,8,3,53,1.1,502.95,4229.0
5500,67,1,399,2,14,98,4.5,3353.74,36889.43
5501,6,25,307,20,24,40,6.96,924.21,5478.94
5502,637,47,183,8,18,85,6.5,3688.54,6412.04
5503,314,13,125,10,5,41,13.23,4667.19,3942.5
5504,326,10,364,20,24,58,10.5,3358.36,7642.19
5505,565,18,416,8,18,45,4.67,4002.28,3461.05
5506,578,36,187,8,5,58,10.8,3885.37,4174.06
5507,506,22,357,7,25,63,7.25,4755.9,12585.78
5508,82,6,329,6,16,71,2.2,2195.07,8045.78
5509,599,27,295,2,25,53,10.75,3971.08,18644.75
5510,2,8,431,18,12,67,12.85,4068.79,5695.99
5511,204,24,33,15,25,77,7.74,4591.18,13520.37
5512,662,20,33,16,13,50,1.65,4185.99,13658.85
5513,404,22,38,19,10,3,11.6,4146.14,897.36
5514,103,9,224,3,6,69,4.3,3436.98,8497.13
5515,536,40,21,13,12,39,0.83,3864.06,18743.31
5516,368,50,69,18,3,63,4.63,2761.74,5861.11
5517,212,39,427,9,18,62,0.18,4365.22,3813.56
5518,577,19,267,9,25,10,4.84,4157.5,586.38
5519,209,50,477,18,21,98,0.53,3232.29,9509.23
5520,117,1,188,7,3,28,6.3,1188.09,5650.97
5521,628,11,174,19,12,53,12.0,4576.44,15781.58
5522,478,41,382,19,7,97,0.19,2731.04,32759.53
5523,105,42,456,15,20,10,13.47,1279.8,1646.84
5524,495,10,219,15,24,90,6.82,1504.62,15960.62
5525,46,1,56,8,5,61,4.2,1320.35,4714.78
5526,331,27,494,14,25,37,7.37,1052.22,8383.89
5527,216,17,297,16,19,52,14.8,1842.3,12305.88
5528,492,44,363,16,3,2,8.43,982.45,508.69
5529,449,44,299,18,14,15,8.94,3339.11,1332.44
5530,536,17,52,17,13,40,0.84,4470.87,9827.95
5531,511,39,304,2,21,86,13.84,3004.26,29206.31
5532,458,43,268,10,25,1,3.77,3280.1,106.64
5533,547,2,135,14,22,31,14.41,4360.75,6490.48
5534,536,48,99,8,19,17,1.9,2571.2,1345.5
5535,540,23,44,20,11,8,0.91,3144.43,1167.04
5536,484,41,134,6,20,54,8.06,2547.93,5752.67
5537,16,10,147,4,20,49,1.81,1879.86,13286.43
5538,571,42,228,11,25,86,13.45,2316.67,35980.91
5539,243,30,362,20,24,70,10.02,1757.33,9272.8
5540,207,35,232,15,7,94,10.38,3919.42,16033.09
5541,271,25,362,19,15,32,7.36,689.91,10030.91
5542,705,17,400,17,19,11,7.71,2858.07,2515.44
5543,730,46,395,20,17,45,14.24,1208.04,5681.51
5544,115,19,356,5,20,14,11.62,2305.82,2838.41
5545,580,18,59,14,3,83,13.64,633.22,17534.07
5546,299,18,92,11,24,66,10.53,3448.79,28544.87
5547,483,46,493,8,21,5,11.32,4060.89,357.74
5548,397,35,380,12,18,52,1.94,996.31,15159.17
5549,394,10,116,13,15,24,13.8,4221.23,10025.82
5550,75,23,87,19,24,35,4.65,3239.17,11292.25
5551,482,45,419,1,12,39,9.98,3578.34,11333.15
5552,103,22,60,4,22,59,7.24,2983.51,15113.25
5553,297,44,163,5,19,55,2.2,2430.19,12339.43
5554,178,9,145,4,16,84,2.23,2190.74,22679.32
5555,215,32,167,11,3,28,8.0,2721.86,12452.38
5556,315,26,491,13,13,88,10.9,1666.57,37998.08
5557,39,29,132,8,24,42,12.35,981.98,2970.07
5558,259,42,176,4,19,56,13.25,659.34,13415.37
5559,716,19,455,7,9,2,1.86,4360.39,422.77
5560,7,48,48,13,23,42,8.28,319.7,18668.73
5561,49,29,338,7,15,4,1.25,3239.46,850.79
5562,538,35,364,14,19,84,2.03,232.65,20130.95
5563,161,12,62,17,16,46,5.72,4653.47,10745.92
5564,176,8,127,18,10,78,3.91,3313.06,7311.39
5565,591,25,23,17,15,38,11.25,4311.06,8356.38
5566,2,27,188,17,23,11,2.72,1103.88,2651.44
5567,455,47,156,16,7,32,11.19,4691.17,7893.72
5568,644,43,105,6,12,65,11.62,3920.99,6656.38
5569,276,45,298,11,16,96,1.79,3198.89,45575.73
5570,498,6,228,1,25,74,2.8,505.55,23219.08
5571,629,13,166,6,16,37,6.33,4782.52,4015.81
5572,676,11,339,8,6,36,4.12,4893.52,2784.82
5573,28,38,498,12,21,76,9.05,1998.22,20549.28
5574,333,6,58,3,21,5,14.98,137.7,547.02
5575,1,5,492,10,14,27,7.43,2993.57,2769.82
5576,188,7,447,10,20,84,12.28,146.02,8165.75
5577,56,19,443,8,22,7,6.82,4780.43,526.24
5578,547,43,498,6,20,35,10.12,2008.61,3645.04
5579,112,6,21,4,9,51,1.35,4371.3,13893.52
5580,310,25,483,9,17,22,10.51,2960.96,1213.16
5581,36,9,50,15,16,55,5.75,3431.37,9865.71
5582,439,20,386,16,1,5,5.95,1586.74,1306.17
5583,729,25,243,2,21,66,1.23,3107.14,25694.58
5584,592,50,337,4,6,11,8.46,4649.31,2780.66
5585,595,8,331,2,10,2,12.77,4580.62,687.65
5586,577,50,269,8,19,70,0.31,584.4,5630.09
5587,325,37,56,11,23,92,5.22,990.37,42151.32
5588,640,38,489,6,9,48,2.85,857.72,5403.25
5589,307,2,220,10,22,7,1.37,1178.46,765.11
5590,534,22,17,4,23,87,14.81,460.48,20466.94
5591,728,36,301,3,18,24,12.24,630.6,2710.31
5592,619,4,309,12,20,97,3.57,3734.43,27807.64
5593,109,48,88,1,16,22,3.89,1120.37,6825.56
5594,372,1,493,14,25,81,11.99,3051.43,17438.5
5595,357,48,482,11,5,90,6.16,4501.52,40826.03
5596,181,33,497,8,22,91,13.61,3440.13,6342.65
5597,356,24,37,13,17,3,9.3,4421.4,1318.65
5598,676,49,142,2,23,52,2.57,1999.09,19969.56
5599,68,5,113,6,23,16,0.97,1824.69,1835.94
5600,292,48,198,14,25,36,8.11,1358.1,8092.13
5601,692,35,425,4,16,33,2.32,3391.25,8901.53
5602,181,42,184,2,11,21,10.86,3768.01,7378.44
5603,466,50,428,3,19,68,11.74,4369.35,7722.96
5604,434,50,406,20,8,92,2.42,2352.46,13216.47
5605,464,26,340,18,24,74,3.04,1130.7,6999.25
5606,681,49,407,7,4,4,4.81,802.37,820.12
5607,534,43,172,4,3,41,9.24,4842.3,10275.98
5608,66,41,416,15,25,15,5.67,1753.79,2692.93
5609,21,43,214,12,22,58,13.81,4032.32,14861.59
5610,612,26,231,8,14,81,0.8,3554.11,6482.8
5611,384,41,114,8,22,95,11.42,4414.72,6789.3
5612,615,49,343,7,25,85,10.97,153.83,16299.75
5613,559,5,383,18,4,13,5.19,549.97,1202.33
5614,39,44,84,18,20,91,4.25,1569.93,8499.78
5615,285,18,165,6,5,10,1.09,2718.12,1146.07
5616,602,25,491,16,15,39,9.39,1509.39,9815.46
5617,597,48,302,15,18,86,0.47,2317.91,16290.59
5618,336,41,39,6,19,12,14.9,2936.88,1183.26
5619,188,40,250,13,22,31,7.0,3657.6,13971.59
5620,671,38,107,9,21,99,0.18,511.43,6089.4
5621,243,49,418,12,23,5,8.01,2093.4,1367.39
5622,73,46,337,16,9,11,6.01,1213.89,2871.73
5623,479,21,463,7,24,47,6.13,2842.37,9502.77
5624,561,24,85,8,23,97,5.55,2457.02,7391.62
5625,101,28,122,19,4,18,2.08,1225.54,5963.97
5626,514,46,257,20,22,54,8.18,1728.9,7299.58
5627,176,4,365,1,1,36,10.34,4798.76,10419.53
5628,238,8,166,11,25,65,3.97,4826.35,30173.59
5629,59,49,354,9,25,79,1.25,2427.02,4807.13
